Imagen,Cluster,IoU,Ruta de salida
00257_0,6,0.3111,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00257_0_cluster6_iou0.31.png
00216_4,8,0.2435,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00216_4_cluster8_iou0.24.png
00506_4,9,0.142,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00506_4_cluster9_iou0.14.png
00578_2,7,0.2244,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00578_2_cluster7_iou0.22.png
00090_3,2,0.287,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00090_3_cluster2_iou0.29.png
00236_1,4,0.2002,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00236_1_cluster4_iou0.20.png
00391_3,3,0.1013,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00391_3_cluster3_iou0.10.png
00391_2,9,0.0854,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00391_2_cluster9_iou0.09.png
00578_3,5,0.1962,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00578_3_cluster5_iou0.20.png
00210_2,6,0.3259,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00210_2_cluster6_iou0.33.png
00293_4,1,0.246,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00293_4_cluster1_iou0.25.png
00312_4,5,0.3719,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00312_4_cluster5_iou0.37.png
00210_3,3,0.3319,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00210_3_cluster3_iou0.33.png
00236_0,6,0.2351,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00236_0_cluster6_iou0.24.png
00357_4,9,0.1032,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00357_4_cluster9_iou0.10.png
00273_1,2,0.2106,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00273_1_cluster2_iou0.21.png
00467_1,6,0.3774,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00467_1_cluster6_iou0.38.png
00113_0,2,0.4162,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00113_0_cluster2_iou0.42.png
00404_2,2,0.2974,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00404_2_cluster2_iou0.30.png
00422_1,7,0.39,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00422_1_cluster7_iou0.39.png
00441_2,2,0.0507,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00441_2_cluster2_iou0.05.png
00585_3,2,0.2717,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00585_3_cluster2_iou0.27.png
00329_2,0,0.2105,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00329_2_cluster0_iou0.21.png
00028_3,7,0.2091,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00028_3_cluster7_iou0.21.png
00028_2,0,0.2461,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00028_2_cluster0_iou0.25.png
00273_0,5,0.1714,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00273_0_cluster5_iou0.17.png
00013_4,9,0.1908,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00013_4_cluster9_iou0.19.png
00090_2,9,0.3027,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00090_2_cluster9_iou0.30.png
00056_4,2,0.3023,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00056_4_cluster2_iou0.30.png
00487_4,6,0.2096,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00487_4_cluster6_iou0.21.png
00172_0,3,0.2734,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00172_0_cluster3_iou0.27.png
00111_3,8,0.1698,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00111_3_cluster8_iou0.17.png
00393_0,9,0.4042,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00393_0_cluster9_iou0.40.png
00519_2,5,0.072,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00519_2_cluster5_iou0.07.png
00137_0,5,0.0435,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00137_0_cluster5_iou0.04.png
00212_1,3,0.2701,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00212_1_cluster3_iou0.27.png
00498_3,5,0.2387,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00498_3_cluster5_iou0.24.png
00271_2,3,0.0979,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00271_2_cluster3_iou0.10.png
00234_2,5,0.2637,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00234_2_cluster5_iou0.26.png
00049_3,1,0.3289,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00049_3_cluster1_iou0.33.png
00420_3,3,0.4472,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00420_3_cluster3_iou0.45.png
00465_3,2,0.1856,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00465_3_cluster2_iou0.19.png
00443_0,7,0.3166,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00443_0_cluster7_iou0.32.png
00406_0,5,0.3502,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00406_0_cluster5_iou0.35.png
00567_4,9,0.1767,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00567_4_cluster9_iou0.18.png
00522_4,4,0.4168,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00522_4_cluster4_iou0.42.png
00156_1,9,0.1166,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00156_1_cluster9_iou0.12.png
00587_1,8,0.1528,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00587_1_cluster8_iou0.15.png
00257_1,8,0.3128,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00257_1_cluster8_iou0.31.png
00170_2,8,0.1447,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00170_2_cluster8_iou0.14.png
00348_3,6,0.13,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00348_3_cluster6_iou0.13.png
00458_3,5,0.1744,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00458_3_cluster5_iou0.17.png
00297_1,6,0.2354,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00297_1_cluster6_iou0.24.png
00255_2,3,0.2319,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00255_2_cluster3_iou0.23.png
00277_4,1,0.3146,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00277_4_cluster1_iou0.31.png
00353_0,4,0.3469,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00353_0_cluster4_iou0.35.png
00089_3,0,0.1838,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00089_3_cluster0_iou0.18.png
00316_0,6,0.112,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00316_0_cluster6_iou0.11.png
00330_3,7,0.305,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00330_3_cluster7_iou0.31.png
00135_2,2,0.1344,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00135_2_cluster2_iou0.13.png
00388_3,4,0.5024,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00388_3_cluster4_iou0.50.png
00255_3,2,0.2203,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00255_3_cluster2_iou0.22.png
00154_2,2,0.293,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00154_2_cluster2_iou0.29.png
00502_1,0,0.3932,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00502_1_cluster0_iou0.39.png
00375_3,7,0.1722,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00375_3_cluster7_iou0.17.png
00561_2,9,0.1692,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00561_2_cluster9_iou0.17.png
00108_2,8,0.1194,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00108_2_cluster8_iou0.12.png
00524_2,7,0.2455,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00524_2_cluster7_iou0.25.png
00483_0,6,0.3213,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00483_0_cluster6_iou0.32.png
00547_1,1,0.2851,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00547_1_cluster1_iou0.29.png
00196_1,8,0.1617,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00196_1_cluster8_iou0.16.png
00209_2,8,0.1981,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00209_2_cluster8_iou0.20.png
00176_4,5,0.2062,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00176_4_cluster5_iou0.21.png
00052_0,1,0.338,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00052_0_cluster1_iou0.34.png
00232_4,6,0.2873,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00232_4_cluster6_iou0.29.png
00133_4,5,0.198,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00133_4_cluster5_iou0.20.png
00397_4,3,0.0541,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00397_4_cluster3_iou0.05.png
00439_2,7,0.2549,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00439_2_cluster7_iou0.25.png
00031_3,8,0.0174,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00031_3_cluster8_iou0.02.png
00017_0,9,0.1948,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00017_0_cluster9_iou0.19.png
00314_2,6,0.1237,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00314_2_cluster6_iou0.12.png
00169_3,2,0.2039,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00169_3_cluster2_iou0.20.png
00377_1,6,0.2348,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00377_1_cluster6_iou0.23.png
00351_2,7,0.2429,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00351_2_cluster7_iou0.24.png
00332_1,8,0.3439,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00332_1_cluster8_iou0.34.png
00295_3,9,0.2014,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00295_3_cluster9_iou0.20.png
00526_0,9,0.2262,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00526_0_cluster9_iou0.23.png
00074_3,4,0.0126,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00074_3_cluster4_iou0.01.png
00545_3,1,0.2697,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00545_3_cluster1_iou0.27.png
00563_0,4,0.2665,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00563_0_cluster4_iou0.27.png
00447_4,8,0.4184,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00447_4_cluster8_iou0.42.png
00194_3,3,0.1552,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00194_3_cluster3_iou0.16.png
00402_4,9,0.1848,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00402_4_cluster9_iou0.18.png
00500_3,8,0.0579,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00500_3_cluster8_iou0.06.png
00015_2,9,0.2347,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00015_2_cluster9_iou0.23.png
00481_2,6,0.085,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00481_2_cluster6_iou0.08.png
00113_1,2,0.4193,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00113_1_cluster2_iou0.42.png
00154_3,4,0.273,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00154_3_cluster4_iou0.27.png
00507_2,4,0.1917,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00507_2_cluster4_iou0.19.png
00050_2,1,0.1021,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00050_2_cluster1_iou0.10.png
00033_1,7,0.1535,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00033_1_cluster7_iou0.15.png
00193_2,9,0.2744,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00193_2_cluster9_iou0.27.png
00521_1,3,0.2275,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00521_1_cluster3_iou0.23.png
00542_2,1,0.229,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00542_2_cluster1_iou0.23.png
00564_1,4,0.2546,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00564_1_cluster4_iou0.25.png
00092_1,9,0.1618,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00092_1_cluster9_iou0.16.png
00110_4,6,0.2312,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00110_4_cluster6_iou0.23.png
00034_0,1,0.0976,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00034_0_cluster1_iou0.10.png
00486_3,7,0.3338,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00486_3_cluster7_iou0.33.png
00584_4,5,0.3288,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00584_4_cluster5_iou0.33.png
00155_4,6,0.2824,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00155_4_cluster6_iou0.28.png
00249_1,7,0.2064,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00249_1_cluster7_iou0.21.png
00579_4,5,0.17,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00579_4_cluster5_iou0.17.png
00292_2,4,0.1804,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00292_2_cluster4_iou0.18.png
00076_1,1,0.1803,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00076_1_cluster1_iou0.18.png
00012_3,9,0.2422,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00012_3_cluster9_iou0.24.png
00071_0,6,0.2581,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00071_0_cluster6_iou0.26.png
00057_3,4,0.3737,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00057_3_cluster4_iou0.37.png
00370_0,3,0.2727,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00370_0_cluster3_iou0.27.png
00313_3,6,0.07,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00313_3_cluster6_iou0.07.png
00335_0,8,0.2478,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00335_0_cluster8_iou0.25.png
00356_3,3,0.3216,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00356_3_cluster3_iou0.32.png
00418_0,3,0.0356,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00418_0_cluster3_iou0.04.png
00211_4,2,0.0831,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00211_4_cluster2_iou0.08.png
00464_4,1,0.2688,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00464_4_cluster1_iou0.27.png
00540_0,8,0.343,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00540_0_cluster8_iou0.34.png
00148_1,0,0.2396,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00148_1_cluster0_iou0.24.png
00421_4,2,0.0475,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00421_4_cluster2_iou0.05.png
00566_3,0,0.1845,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00566_3_cluster0_iou0.18.png
00505_0,2,0.3395,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00505_0_cluster2_iou0.34.png
00523_3,6,0.2735,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00523_3_cluster6_iou0.27.png
00349_4,2,0.2556,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00349_4_cluster2_iou0.26.png
00228_0,6,0.215,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00228_0_cluster6_iou0.21.png
00268_3,8,0.1927,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00268_3_cluster8_iou0.19.png
00055_1,7,0.3035,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00055_1_cluster7_iou0.30.png
00479_1,1,0.0301,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00479_1_cluster1_iou0.03.png
00484_1,6,0.0953,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00484_1_cluster6_iou0.10.png
00073_2,8,0.3133,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00073_2_cluster8_iou0.31.png
00372_2,9,0.1643,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00372_2_cluster9_iou0.16.png
00337_2,0,0.2081,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00337_2_cluster0_iou0.21.png
00036_2,5,0.1208,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00036_2_cluster5_iou0.12.png
00311_1,5,0.194,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00311_1_cluster5_iou0.19.png
00010_1,8,0.2289,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00010_1_cluster8_iou0.23.png
00191_0,4,0.3426,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00191_0_cluster4_iou0.34.png
00048_4,4,0.2668,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00048_4_cluster4_iou0.27.png
00499_4,5,0.024,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00499_4_cluster5_iou0.02.png
00354_1,8,0.2306,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00354_1_cluster8_iou0.23.png
00444_1,5,0.2445,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00444_1_cluster5_iou0.24.png
00389_4,5,0.0997,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00389_4_cluster5_iou0.10.png
00462_2,5,0.3464,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00462_2_cluster5_iou0.35.png
00401_1,5,0.4099,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00401_1_cluster5_iou0.41.png
00427_2,7,0.3466,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00427_2_cluster7_iou0.35.png
00075_4,3,0.2635,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00075_4_cluster3_iou0.26.png
00290_0,6,0.2463,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00290_0_cluster6_iou0.25.png
00254_4,9,0.3085,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00254_4_cluster9_iou0.31.png
00580_0,3,0.1431,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00580_0_cluster3_iou0.14.png
00129_0,5,0.0838,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00129_0_cluster5_iou0.08.png
00177_3,6,0.2738,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00177_3_cluster6_iou0.27.png
00538_0,3,0.3767,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00538_0_cluster3_iou0.38.png
00151_0,2,0.1387,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00151_0_cluster2_iou0.14.png
00369_1,5,0.3885,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00369_1_cluster5_iou0.39.png
00459_4,1,0.3641,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00459_4_cluster1_iou0.36.png
00394_1,5,0.3194,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00394_1_cluster5_iou0.32.png
00132_3,0,0.1859,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00132_3_cluster0_iou0.19.png
00276_3,0,0.1663,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00276_3_cluster0_iou0.17.png
00374_4,7,0.275,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00374_4_cluster7_iou0.28.png
00095_1,7,0.4241,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00095_1_cluster7_iou0.42.png
00331_4,5,0.2513,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00331_4_cluster5_iou0.25.png
00114_0,3,0.2481,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00114_0_cluster3_iou0.25.png
00446_3,1,0.2596,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00446_3_cluster1_iou0.26.png
00096_4,6,0.0262,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00096_4_cluster6_iou0.03.png
00030_4,0,0.22,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00030_4_cluster0_iou0.22.png
00403_3,6,0.4037,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00403_3_cluster6_iou0.40.png
00425_0,2,0.004,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00425_0_cluster2_iou0.00.png
00215_0,3,0.1801,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00215_0_cluster3_iou0.18.png
00460_0,7,0.22,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00460_0_cluster7_iou0.22.png
00501_4,5,0.4063,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00501_4_cluster5_iou0.41.png
00544_4,7,0.241,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00544_4_cluster7_iou0.24.png
00195_4,0,0.1901,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00195_4_cluster0_iou0.19.png
00269_4,5,0.2307,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00269_4_cluster5_iou0.23.png
00250_0,6,0.1761,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00250_0_cluster6_iou0.18.png
00289_1,7,0.1604,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00289_1_cluster7_iou0.16.png
00068_1,1,0.2756,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00068_1_cluster1_iou0.28.png
00175_1,5,0.2146,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00175_1_cluster5_iou0.21.png
00130_1,9,0.1753,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00130_1_cluster9_iou0.18.png
00582_2,5,0.2929,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00582_2_cluster5_iou0.29.png
00559_1,7,0.4934,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00559_1_cluster7_iou0.49.png
00396_3,3,0.2653,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00396_3_cluster3_iou0.27.png
00153_2,0,0.2729,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00153_2_cluster0_iou0.27.png
00092_0,0,0.1532,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00092_0_cluster0_iou0.15.png
00294_4,5,0.3414,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00294_4_cluster5_iou0.34.png
00116_2,7,0.2041,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00116_2_cluster7_iou0.20.png
00308_0,4,0.2903,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00308_0_cluster4_iou0.29.png
00274_1,6,0.2574,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00274_1_cluster6_iou0.26.png
00233_3,4,0.2285,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00233_3_cluster4_iou0.23.png
00217_2,5,0.3788,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00217_2_cluster5_iou0.38.png
00009_0,7,0.2396,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00009_0_cluster7_iou0.24.png
00088_4,5,0.2,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00088_4_cluster5_iou0.20.png
00188_1,5,0.4265,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00188_1_cluster5_iou0.43.png
00315_4,8,0.1826,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00315_4_cluster8_iou0.18.png
00274_0,0,0.2071,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00274_0_cluster0_iou0.21.png
00217_3,5,0.375,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00217_3_cluster5_iou0.38.png
00350_4,1,0.2542,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00350_4_cluster1_iou0.25.png
00252_2,9,0.3889,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00252_2_cluster9_iou0.39.png
00097_3,5,0.2931,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00097_3_cluster5_iou0.29.png
00438_4,6,0.4115,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00438_4_cluster6_iou0.41.png
00396_2,6,0.2637,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00396_2_cluster6_iou0.26.png
00559_0,4,0.492,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00559_0_cluster4_iou0.49.png
00009_1,2,0.2547,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00009_1_cluster2_iou0.25.png
00252_3,1,0.3366,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00252_3_cluster1_iou0.34.png
00188_0,5,0.4293,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00188_0_cluster5_iou0.43.png
00582_3,7,0.2907,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00582_3_cluster7_iou0.29.png
00480_4,5,0.2638,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00480_4_cluster5_iou0.26.png
00153_3,5,0.2669,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00153_3_cluster5_iou0.27.png
00175_0,0,0.2185,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00175_0_cluster0_iou0.22.png
00051_4,7,0.3652,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00051_4_cluster7_iou0.37.png
00308_1,9,0.3008,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00308_1_cluster9_iou0.30.png
00014_4,7,0.1467,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00014_4_cluster7_iou0.15.png
00425_1,9,0.005,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00425_1_cluster9_iou0.01.png
00116_3,3,0.1965,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00116_3_cluster3_iou0.20.png
00446_2,8,0.2593,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00446_2_cluster8_iou0.26.png
00460_1,6,0.241,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00460_1_cluster6_iou0.24.png
00289_0,4,0.2421,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00289_0_cluster4_iou0.24.png
00130_0,7,0.0614,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00130_0_cluster7_iou0.06.png
00403_2,1,0.4082,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00403_2_cluster1_iou0.41.png
00231_1,7,0.2619,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00231_1_cluster7_iou0.26.png
00538_1,2,0.3934,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00538_1_cluster2_iou0.39.png
00394_0,7,0.4036,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00394_0_cluster7_iou0.40.png
00151_1,7,0.1449,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00151_1_cluster7_iou0.14.png
