Imagen,Cluster,IoU,Ruta de salida
00087_2,8,0.0489,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00087_2_cluster8_iou0.05.png
00489_4,4,0.2903,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00489_4_cluster4_iou0.29.png
00344_1,7,0.25,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00344_1_cluster7_iou0.25.png
00058_4,6,0.2668,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00058_4_cluster6_iou0.27.png
00280_0,7,0.2111,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00280_0_cluster7_iou0.21.png
00327_2,6,0.4433,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00327_2_cluster6_iou0.44.png
00533_3,9,0.3893,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00533_3_cluster9_iou0.39.png
00576_3,4,0.1499,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00576_3_cluster4_iou0.15.png
00362_2,3,0.376,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00362_2_cluster3_iou0.38.png
00550_0,5,0.4524,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00550_0_cluster5_iou0.45.png
00515_0,5,0.5739,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00515_0_cluster5_iou0.57.png
00301_1,9,0.0558,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00301_1_cluster9_iou0.06.png
00000_1,5,0.2203,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00000_1_cluster5_iou0.22.png
00431_4,9,0.2571,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00431_4_cluster9_iou0.26.png
00474_4,8,0.3654,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00474_4_cluster8_iou0.37.png
00359_4,6,0.2288,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00359_4_cluster6_iou0.23.png
00045_1,8,0.1099,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00045_1_cluster8_iou0.11.png
00063_2,0,0.1997,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00063_2_cluster0_iou0.20.png
00494_1,2,0.4065,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00494_1_cluster2_iou0.41.png
00569_4,4,0.3334,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00569_4_cluster4_iou0.33.png
00181_0,0,0.2823,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00181_0_cluster0_iou0.28.png
00408_0,3,0.3366,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00408_0_cluster3_iou0.34.png
00026_2,7,0.1207,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00026_2_cluster7_iou0.12.png
00238_0,8,0.1614,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00238_0_cluster8_iou0.16.png
00346_3,6,0.2737,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00346_3_cluster6_iou0.27.png
00201_4,3,0.3885,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00201_4_cluster3_iou0.39.png
00360_0,4,0.1696,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00360_0_cluster4_iou0.17.png
00282_2,8,0.1079,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00282_2_cluster8_iou0.11.png
00325_0,7,0.2996,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00325_0_cluster7_iou0.30.png
00517_2,4,0.1385,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00517_2_cluster4_iou0.14.png
00574_1,4,0.3851,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00574_1_cluster4_iou0.39.png
00120_0,2,0.1293,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00120_0_cluster2_iou0.13.png
00303_3,4,0.2433,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00303_3_cluster4_iou0.24.png
00531_1,6,0.4064,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00531_1_cluster6_iou0.41.png
00158_0,6,0.0752,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00158_0_cluster6_iou0.08.png
00496_3,6,0.2378,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00496_3_cluster6_iou0.24.png
00002_3,8,0.2254,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00002_3_cluster8_iou0.23.png
00552_2,1,0.2317,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00552_2_cluster1_iou0.23.png
00100_4,8,0.5561,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00100_4_cluster8_iou0.56.png
00047_3,2,0.3355,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00047_3_cluster2_iou0.34.png
00207_3,0,0.146,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00207_3_cluster0_iou0.15.png
00183_2,6,0.2091,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00183_2_cluster6_iou0.21.png
00024_0,2,0.2964,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00024_0_cluster2_iou0.30.png
00549_1,4,0.128,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00549_1_cluster4_iou0.13.png
00198_1,1,0.1714,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00198_1_cluster1_iou0.17.png
00386_3,6,0.1124,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00386_3_cluster6_iou0.11.png
00244_4,9,0.4108,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00244_4_cluster9_iou0.41.png
00145_4,0,0.0697,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00145_4_cluster0_iou0.07.png
00061_0,3,0.2213,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00061_0_cluster3_iou0.22.png
00019_0,5,0.1794,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00019_0_cluster5_iou0.18.png
00259_1,3,0.3797,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00259_1_cluster3_iou0.38.png
00264_1,5,0.2107,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00264_1_cluster5_iou0.21.png
00511_4,0,0.2204,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00511_4_cluster0_iou0.22.png
00435_0,6,0.2408,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00435_0_cluster6_iou0.24.png
00299_1,0,0.0598,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00299_1_cluster0_iou0.06.png
00470_0,5,0.0321,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00470_0_cluster5_iou0.03.png
00185_4,5,0.3188,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00185_4_cluster5_iou0.32.png
00456_3,7,0.2503,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00456_3_cluster7_iou0.25.png
00284_4,0,0.2228,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00284_4_cluster0_iou0.22.png
00554_4,8,0.1642,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00554_4_cluster8_iou0.16.png
00413_3,2,0.1205,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00413_3_cluster2_iou0.12.png
00178_4,3,0.2502,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00178_4_cluster3_iou0.25.png
00106_2,6,0.0972,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00106_2_cluster6_iou0.10.png
00143_2,6,0.5445,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00143_2_cluster6_iou0.54.png
00318_0,4,0.2108,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00318_0_cluster4_iou0.21.png
00528_0,8,0.2072,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00528_0_cluster8_iou0.21.png
00165_1,2,0.3725,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00165_1_cluster2_iou0.37.png
00242_2,8,0.1897,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00242_2_cluster8_iou0.19.png
00449_4,3,0.3022,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00449_4_cluster3_iou0.30.png
00384_1,9,0.296,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00384_1_cluster9_iou0.30.png
00221_1,0,0.3136,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00221_1_cluster0_iou0.31.png
00364_4,9,0.2761,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00364_4_cluster9_iou0.28.png
00205_0,3,0.211,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00205_0_cluster3_iou0.21.png
00098_4,4,0.2497,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00098_4_cluster4_iou0.25.png
00078_1,5,0.3987,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00078_1_cluster5_iou0.40.png
00321_4,6,0.2277,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00321_4_cluster6_iou0.23.png
00472_2,3,0.287,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00472_2_cluster3_iou0.29.png
00279_4,4,0.2376,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00279_4_cluster4_iou0.24.png
00139_1,1,0.2811,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00139_1_cluster1_iou0.28.png
00437_2,6,0.0938,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00437_2_cluster6_iou0.09.png
00411_1,5,0.3409,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00411_1_cluster5_iou0.34.png
00139_0,5,0.2938,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00139_0_cluster5_iou0.29.png
00399_4,5,0.2063,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00399_4_cluster5_iou0.21.png
00454_1,4,0.2289,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00454_1_cluster4_iou0.23.png
00266_3,0,0.2655,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00266_3_cluster0_iou0.27.png
00141_0,7,0.2119,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00141_0_cluster7_iou0.21.png
00379_1,9,0.0659,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00379_1_cluster9_iou0.07.png
00085_1,3,0.2175,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00085_1_cluster3_iou0.22.png
00020_4,2,0.2158,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00020_4_cluster2_iou0.22.png
00240_0,8,0.2236,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00240_0_cluster8_iou0.22.png
00158_1,3,0.0764,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00158_1_cluster3_iou0.08.png
00065_4,7,0.3504,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00065_4_cluster7_iou0.35.png
00399_0,3,0.2824,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00399_0_cluster3_iou0.28.png
00513_2,6,0.3902,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00513_2_cluster6_iou0.39.png
00104_0,7,0.2672,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00104_0_cluster7_iou0.27.png
00535_1,5,0.3175,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00535_1_cluster5_iou0.32.png
00570_1,3,0.2245,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00570_1_cluster3_iou0.22.png
00556_2,8,0.5819,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00556_2_cluster8_iou0.58.png
00492_3,5,0.2753,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00492_3_cluster5_iou0.28.png
00223_3,6,0.1624,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00223_3_cluster6_iou0.16.png
00218_1,9,0.1804,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00218_1_cluster9_iou0.18.png
00020_0,8,0.4058,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00020_0_cluster8_iou0.41.png
00087_3,4,0.0509,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00087_3_cluster4_iou0.05.png
00065_0,5,0.4519,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00065_0_cluster5_iou0.45.png
00207_2,5,0.1537,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00207_2_cluster5_iou0.15.png
00141_4,6,0.19,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00141_4_cluster6_iou0.19.png
00104_4,5,0.2821,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00104_4_cluster5_iou0.28.png
00528_4,6,0.1966,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00528_4_cluster6_iou0.20.png
00006_3,0,0.1083,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00006_3_cluster0_iou0.11.png
00449_0,3,0.2968,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00449_0_cluster3_iou0.30.png
00122_3,0,0.1536,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00122_3_cluster0_iou0.15.png
00342_3,6,0.2427,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00342_3_cluster6_iou0.24.png
00187_2,5,0.2452,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00187_2_cluster5_iou0.25.png
00043_3,0,0.2132,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00043_3_cluster0_iou0.21.png
00205_4,9,0.2709,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00205_4_cluster9_iou0.27.png
00321_0,3,0.2263,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00321_0_cluster3_iou0.23.png
00537_3,7,0.2067,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00537_3_cluster7_iou0.21.png
00098_0,2,0.2023,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00098_0_cluster2_iou0.20.png
00307_3,8,0.1764,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00307_3_cluster8_iou0.18.png
00554_0,8,0.1703,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00554_0_cluster8_iou0.17.png
00572_3,2,0.2161,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00572_3_cluster2_iou0.22.png
00364_0,0,0.2095,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00364_0_cluster0_iou0.21.png
00286_2,5,0.1975,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00286_2_cluster5_iou0.20.png
00435_4,1,0.2606,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00435_4_cluster1_iou0.26.png
00511_0,1,0.1961,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00511_0_cluster1_iou0.20.png
00185_0,5,0.2516,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00185_0_cluster5_iou0.25.png
00470_4,9,0.0355,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00470_4_cluster9_iou0.04.png
00318_4,5,0.2251,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00318_4_cluster5_iou0.23.png
00490_1,4,0.4328,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00490_1_cluster4_iou0.43.png
00067_2,4,0.2385,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00067_2_cluster4_iou0.24.png
00019_4,2,0.2046,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00019_4_cluster2_iou0.20.png
00305_1,9,0.279,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00305_1_cluster9_iou0.28.png
00119_1,6,0.0683,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00119_1_cluster6_iou0.07.png
00041_1,7,0.3318,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00041_1_cluster7_iou0.33.png
00428_1,5,0.0545,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00428_1_cluster5_iou0.05.png
00340_1,0,0.3569,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00340_1_cluster0_iou0.36.png
00366_2,4,0.1886,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00366_2_cluster4_iou0.19.png
00323_2,5,0.05,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00323_2_cluster5_iou0.05.png
00476_2,2,0.1691,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00476_2_cluster2_iou0.17.png
00433_2,5,0.248,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00433_2_cluster5_iou0.25.png
00415_1,4,0.1944,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00415_1_cluster4_iou0.19.png
00081_1,7,0.2702,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00081_1_cluster7_iou0.27.png
00450_1,5,0.0219,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00450_1_cluster5_iou0.02.png
00338_1,4,0.318,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00338_1_cluster4_iou0.32.png
00178_0,0,0.2352,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00178_0_cluster0_iou0.24.png
00240_4,9,0.2129,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00240_4_cluster9_iou0.21.png
00145_0,2,0.0657,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00145_0_cluster2_iou0.07.png
00284_0,0,0.2241,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00284_0_cluster0_iou0.22.png
00024_4,8,0.2977,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00024_4_cluster8_iou0.30.png
00100_0,5,0.557,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00100_0_cluster5_iou0.56.png
00167_3,5,0.1663,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00167_3_cluster5_iou0.17.png
00061_4,4,0.2036,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00061_4_cluster4_iou0.20.png
00569_0,3,0.4192,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00569_0_cluster3_iou0.42.png
00408_4,3,0.2957,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00408_4_cluster3_iou0.30.png
00126_3,3,0.0958,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00126_3_cluster3_iou0.10.png
00360_4,9,0.1381,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00360_4_cluster9_iou0.14.png
00201_0,6,0.3562,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00201_0_cluster6_iou0.36.png
00380_1,8,0.3639,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00380_1_cluster8_iou0.36.png
00325_4,7,0.2964,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00325_4_cluster7_iou0.30.png
00279_0,3,0.2689,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00279_0_cluster3_iou0.27.png
00431_0,7,0.2448,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00431_0_cluster7_iou0.24.png
00004_1,9,0.2417,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00004_1_cluster9_iou0.24.png
00515_4,9,0.1942,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00515_4_cluster9_iou0.19.png
00550_4,4,0.454,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00550_4_cluster4_iou0.45.png
00163_3,0,0.1953,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00163_3_cluster0_iou0.20.png
00452_3,2,0.8793,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00452_3_cluster2_iou0.88.png
00227_3,7,0.1565,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00227_3_cluster7_iou0.16.png
00474_0,5,0.3482,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00474_0_cluster5_iou0.35.png
00417_3,4,0.1328,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00417_3_cluster4_iou0.13.png
00083_3,9,0.0661,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00083_3_cluster9_iou0.07.png
00120_1,2,0.1191,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00120_1_cluster2_iou0.12.png
00181_4,6,0.2842,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00181_4_cluster6_iou0.28.png
00244_0,9,0.4134,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00244_0_cluster9_iou0.41.png
00039_1,7,0.0711,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00039_1_cluster7_iou0.07.png
00359_0,1,0.2145,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00359_0_cluster1_iou0.21.png
00161_1,1,0.3219,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00161_1_cluster1_iou0.32.png
00102_2,1,0.265,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00102_2_cluster1_iou0.26.png
00508_1,1,0.0542,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00508_1_cluster1_iou0.05.png
00262_3,5,0.3449,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00262_3_cluster5_iou0.34.png
00203_2,3,0.7213,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00203_2_cluster3_iou0.72.png
00489_0,8,0.2848,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00489_0_cluster8_iou0.28.png
00058_0,4,0.2826,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00058_0_cluster4_iou0.28.png
00280_4,8,0.1331,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00280_4_cluster8_iou0.13.png
00124_1,0,0.3031,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00124_1_cluster0_iou0.30.png
00382_3,7,0.1434,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00382_3_cluster7_iou0.14.png
00246_2,0,0.1676,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00246_2_cluster0_iou0.17.png
00238_4,8,0.161,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00238_4_cluster8_iou0.16.png
00489_1,1,0.3095,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00489_1_cluster1_iou0.31.png
00058_1,5,0.2663,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00058_1_cluster5_iou0.27.png
00260_1,5,0.563,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00260_1_cluster5_iou0.56.png
00203_3,4,0.7051,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00203_3_cluster4_iou0.71.png
00344_4,6,0.263,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00344_4_cluster6_iou0.26.png
00225_0,6,0.1923,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00225_0_cluster6_iou0.19.png
00260_0,5,0.3954,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00260_0_cluster5_iou0.40.png
00382_2,3,0.1423,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00382_2_cluster3_iou0.14.png
00225_1,8,0.1947,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00225_1_cluster8_iou0.19.png
00469_4,6,0.1152,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00469_4_cluster6_iou0.12.png
00359_1,3,0.1845,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00359_1_cluster3_iou0.18.png
00508_0,3,0.054,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00508_0_cluster3_iou0.05.png
00045_4,8,0.1069,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00045_4_cluster8_iou0.11.png
00494_4,2,0.4106,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00494_4_cluster2_iou0.41.png
00246_3,6,0.1214,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00246_3_cluster6_iou0.12.png
00161_0,6,0.3508,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00161_0_cluster6_iou0.35.png
00000_4,0,0.2149,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00000_4_cluster0_iou0.21.png
00301_4,1,0.0554,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00301_4_cluster1_iou0.06.png
00452_2,0,0.4641,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00452_2_cluster0_iou0.46.png
00417_2,5,0.0562,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00417_2_cluster5_iou0.06.png
00083_2,9,0.0947,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00083_2_cluster9_iou0.09.png
00474_1,0,0.4076,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00474_1_cluster0_iou0.41.png
00124_0,5,0.3042,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00124_0_cluster5_iou0.30.png
00227_2,6,0.1601,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00227_2_cluster6_iou0.16.png
00431_1,0,0.2586,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00431_1_cluster0_iou0.26.png
00102_3,3,0.2467,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00102_3_cluster3_iou0.25.png
00380_0,7,0.3266,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00380_0_cluster7_iou0.33.png
00569_1,0,0.4179,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00569_1_cluster0_iou0.42.png
00201_1,7,0.358,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00201_1_cluster7_iou0.36.png
00126_2,8,0.1001,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00126_2_cluster8_iou0.10.png
00259_4,8,0.3821,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00259_4_cluster8_iou0.38.png
00100_1,5,0.5619,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00100_1_cluster5_iou0.56.png
00262_2,6,0.3434,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00262_2_cluster6_iou0.34.png
00163_2,6,0.1163,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00163_2_cluster6_iou0.12.png
00338_0,7,0.322,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00338_0_cluster7_iou0.32.png
00244_1,9,0.4147,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00244_1_cluster9_iou0.41.png
00147_2,9,0.1399,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00147_2_cluster9_iou0.14.png
00415_0,4,0.314,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00415_0_cluster4_iou0.31.png
00145_1,5,0.067,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00145_1_cluster5_iou0.07.png
00022_2,5,0.2348,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00022_2_cluster5_iou0.23.png
00039_0,0,0.0713,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00039_0_cluster0_iou0.07.png
00433_3,2,0.2432,/Users/dierickbr/Downloads/Machine Learning/aug_data-2/output/00433_3_cluster2_iou0.24.png
